Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-02 00:00:00+08:00,1.015000,1.020000,1.015000,1.019000,13728,0.000000,0.000000,0.000000
2024-01-03 00:00:00+08:00,1.013000,1.013000,1.011000,1.011000,1779,0.000000,0.000000,0.000000
2024-01-04 00:00:00+08:00,1.003000,1.003000,1.002000,1.002000,9724,0.000000,0.000000,0.000000
2024-01-05 00:00:00+08:00,1.002000,1.002000,1.002000,1.002000,47536,0.000000,0.000000,0.000000
2024-01-08 00:00:00+08:00,1.012000,1.012000,1.006000,1.006000,10400,0.000000,0.000000,0.000000
2024-01-09 00:00:00+08:00,1.005000,1.012000,1.005000,1.005000,3000,0.000000,0.000000,0.000000
2024-01-10 00:00:00+08:00,1.000000,1.000000,0.976000,0.991000,24950,0.000000,0.000000,0.000000
2024-01-11 00:00:00+08:00,0.984000,0.984000,0.982000,0.982000,20000,0.000000,0.000000,0.000000
2024-01-12 00:00:00+08:00,0.982000,0.992000,0.981000,0.992000,9750,0.000000,0.000000,0.000000
2024-01-15 00:00:00+08:00,0.992000,0.992000,0.992000,0.992000,0,0.000000,0.000000,0.000000
2024-01-16 00:00:00+08:00,0.988000,0.988000,0.981000,0.981000,2100,0.000000,0.000000,0.000000
2024-01-17 00:00:00+08:00,0.985000,0.985000,0.984000,0.984000,27501,0.000000,0.000000,0.000000
2024-01-18 00:00:00+08:00,0.976000,0.982000,0.976000,0.980000,64280,0.000000,0.000000,0.000000
2024-01-19 00:00:00+08:00,0.980000,0.980000,0.980000,0.980000,0,0.000000,0.000000,0.000000
2024-01-22 00:00:00+08:00,0.973000,0.987000,0.973000,0.986000,17147,0.000000,0.000000,0.000000
2024-01-23 00:00:00+08:00,0.980000,0.980000,0.975000,0.975000,1000,0.000000,0.000000,0.000000
2024-01-24 00:00:00+08:00,0.980000,0.980000,0.980000,0.980000,200,0.000000,0.000000,0.000000
2024-01-25 00:00:00+08:00,0.979000,0.979000,0.979000,0.979000,20000,0.000000,0.000000,0.000000
2024-01-26 00:00:00+08:00,0.983000,0.986000,0.983000,0.986000,5204,0.000000,0.000000,0.000000
2024-01-29 00:00:00+08:00,0.983000,0.983000,0.970000,0.970000,5503,0.000000,0.000000,0.000000
2024-01-30 00:00:00+08:00,0.970000,0.970000,0.964000,0.970000,13261,0.000000,0.000000,0.000000
2024-01-31 00:00:00+08:00,0.970000,0.970000,0.970000,0.970000,3964,0.000000,0.000000,0.000000
2024-02-01 00:00:00+08:00,0.977000,0.977000,0.977000,0.977000,1700,0.000000,0.000000,0.000000
2024-02-02 00:00:00+08:00,0.977000,0.977000,0.977000,0.977000,0,0.000000,0.000000,0.000000
2024-02-05 00:00:00+08:00,0.981000,0.981000,0.978000,0.980000,11109,0.000000,0.000000,0.000000
2024-02-06 00:00:00+08:00,0.980000,0.980000,0.980000,0.980000,0,0.000000,0.000000,0.000000
2024-02-07 00:00:00+08:00,0.986000,0.986000,0.986000,0.986000,150,0.000000,0.000000,0.000000
2024-02-08 00:00:00+08:00,0.980000,0.980000,0.980000,0.980000,1000,0.000000,0.000000,0.000000
2024-02-09 00:00:00+08:00,0.975000,0.975000,0.975000,0.975000,99,0.000000,0.000000,0.000000
2024-02-13 00:00:00+08:00,0.975000,0.977000,0.968000,0.969000,50782,0.000000,0.000000,0.000000
2024-02-14 00:00:00+08:00,0.975000,0.975000,0.961000,0.966000,1636,0.000000,0.000000,0.000000
2024-02-15 00:00:00+08:00,0.974000,0.984000,0.969000,0.972000,14700,0.000000,0.000000,0.000000
2024-02-16 00:00:00+08:00,0.973000,0.985000,0.973000,0.985000,2600,0.000000,0.000000,0.000000
2024-02-19 00:00:00+08:00,0.984000,1.004000,0.984000,1.004000,109529,0.000000,0.000000,0.000000
2024-02-20 00:00:00+08:00,0.996000,0.996000,0.990000,0.990000,10000,0.000000,0.000000,0.000000
2024-02-21 00:00:00+08:00,0.995000,0.995000,0.995000,0.995000,1000000,0.000000,0.000000,0.000000
2024-02-22 00:00:00+08:00,1.000000,1.000000,0.998000,0.998000,3125,0.000000,0.000000,0.000000
2024-02-23 00:00:00+08:00,0.997000,0.997000,0.983000,0.983000,12857,0.000000,0.000000,0.000000
2024-02-26 00:00:00+08:00,0.983000,0.983000,0.980000,0.981000,27915,0.000000,0.000000,0.000000
2024-02-27 00:00:00+08:00,0.981000,0.981000,0.980000,0.980000,31301,0.000000,0.000000,0.000000
2024-02-28 00:00:00+08:00,0.985000,0.985000,0.975000,0.984000,970049,0.000000,0.000000,0.000000
2024-02-29 00:00:00+08:00,0.975000,0.985000,0.973000,0.985000,29976,0.000000,0.000000,0.000000
2024-03-01 00:00:00+08:00,0.987000,0.987000,0.984000,0.984000,6800,0.000000,0.000000,0.000000
2024-03-04 00:00:00+08:00,1.000000,1.000000,0.975000,0.975000,28354,0.000000,0.000000,0.000000
2024-03-05 00:00:00+08:00,0.975000,0.975000,0.975000,0.975000,36700,0.000000,0.000000,0.000000
2024-03-06 00:00:00+08:00,0.976000,0.976000,0.976000,0.976000,9600,0.000000,0.000000,0.000000
