Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00+08:00,0.885000,0.890000,0.880000,0.880000,468300,0.000000,0.000000
2024-01-03 00:00:00+08:00,0.880000,0.890000,0.880000,0.880000,351300,0.000000,0.000000
2024-01-04 00:00:00+08:00,0.880000,0.885000,0.870000,0.870000,466400,0.000000,0.000000
2024-01-05 00:00:00+08:00,0.870000,0.870000,0.860000,0.865000,565100,0.000000,0.000000
2024-01-08 00:00:00+08:00,0.860000,0.865000,0.850000,0.855000,452400,0.000000,0.000000
2024-01-09 00:00:00+08:00,0.860000,0.860000,0.845000,0.850000,745200,0.000000,0.000000
2024-01-10 00:00:00+08:00,0.850000,0.860000,0.845000,0.845000,1807400,0.000000,0.000000
2024-01-11 00:00:00+08:00,0.850000,0.855000,0.845000,0.855000,581900,0.000000,0.000000
2024-01-12 00:00:00+08:00,0.855000,0.855000,0.845000,0.850000,248400,0.000000,0.000000
2024-01-15 00:00:00+08:00,0.850000,0.850000,0.840000,0.840000,740800,0.000000,0.000000
2024-01-16 00:00:00+08:00,0.840000,0.850000,0.840000,0.850000,230100,0.000000,0.000000
2024-01-17 00:00:00+08:00,0.850000,0.850000,0.835000,0.835000,683500,0.000000,0.000000
2024-01-18 00:00:00+08:00,0.835000,0.840000,0.830000,0.830000,735600,0.000000,0.000000
2024-01-19 00:00:00+08:00,0.835000,0.850000,0.830000,0.850000,2495700,0.000000,0.000000
2024-01-22 00:00:00+08:00,0.845000,0.850000,0.840000,0.845000,861800,0.000000,0.000000
2024-01-23 00:00:00+08:00,0.845000,0.845000,0.840000,0.845000,357300,0.000000,0.000000
2024-01-24 00:00:00+08:00,0.860000,0.865000,0.855000,0.860000,810900,0.000000,0.000000
2024-01-25 00:00:00+08:00,0.855000,0.860000,0.845000,0.855000,534600,0.000000,0.000000
2024-01-26 00:00:00+08:00,0.855000,0.870000,0.855000,0.870000,761200,0.000000,0.000000
2024-01-29 00:00:00+08:00,0.870000,0.870000,0.850000,0.855000,584900,0.000000,0.000000
2024-01-30 00:00:00+08:00,0.850000,0.865000,0.850000,0.855000,543200,0.000000,0.000000
2024-01-31 00:00:00+08:00,0.870000,0.900000,0.870000,0.875000,1135800,0.000000,0.000000
2024-02-01 00:00:00+08:00,0.870000,0.875000,0.865000,0.875000,578400,0.000000,0.000000
2024-02-02 00:00:00+08:00,0.875000,0.880000,0.870000,0.870000,1072400,0.000000,0.000000
2024-02-05 00:00:00+08:00,0.870000,0.875000,0.835000,0.840000,2331700,0.000000,0.000000
2024-02-06 00:00:00+08:00,0.840000,0.860000,0.840000,0.850000,653600,0.000000,0.000000
2024-02-07 00:00:00+08:00,0.855000,0.875000,0.855000,0.860000,802400,0.000000,0.000000
2024-02-08 00:00:00+08:00,0.865000,0.870000,0.850000,0.850000,944100,0.000000,0.000000
2024-02-09 00:00:00+08:00,0.855000,0.860000,0.855000,0.855000,203500,0.000000,0.000000
2024-02-13 00:00:00+08:00,0.845000,0.845000,0.830000,0.830000,507200,0.000000,0.000000
2024-02-14 00:00:00+08:00,0.835000,0.835000,0.820000,0.825000,1304500,0.000000,0.000000
2024-02-15 00:00:00+08:00,0.825000,0.840000,0.825000,0.835000,354000,0.000000,0.000000
2024-02-16 00:00:00+08:00,0.835000,0.850000,0.830000,0.840000,1079100,0.000000,0.000000
2024-02-19 00:00:00+08:00,0.840000,0.860000,0.835000,0.845000,1650800,0.000000,0.000000
2024-02-20 00:00:00+08:00,0.845000,0.860000,0.835000,0.860000,1034800,0.000000,0.000000
2024-02-21 00:00:00+08:00,0.855000,0.855000,0.845000,0.855000,502400,0.000000,0.000000
2024-02-22 00:00:00+08:00,0.855000,0.855000,0.835000,0.845000,1060200,0.000000,0.000000
2024-02-23 00:00:00+08:00,0.845000,0.850000,0.835000,0.845000,1135200,0.000000,0.000000
2024-02-26 00:00:00+08:00,0.835000,0.845000,0.835000,0.845000,393000,0.000000,0.000000
2024-02-27 00:00:00+08:00,0.840000,0.840000,0.830000,0.830000,977600,0.000000,0.000000
2024-02-28 00:00:00+08:00,0.835000,0.835000,0.825000,0.825000,1385900,0.000000,0.000000
2024-02-29 00:00:00+08:00,0.825000,0.830000,0.825000,0.825000,1749300,0.000000,0.000000
2024-03-01 00:00:00+08:00,0.830000,0.830000,0.820000,0.820000,558100,0.000000,0.000000
2024-03-04 00:00:00+08:00,0.820000,0.825000,0.820000,0.820000,320700,0.000000,0.000000
2024-03-05 00:00:00+08:00,0.820000,0.825000,0.810000,0.810000,1134800,0.000000,0.000000
2024-03-06 00:00:00+08:00,0.815000,0.820000,0.810000,0.815000,622200,0.000000,0.000000
2024-03-07 00:00:00+08:00,0.820000,0.820000,0.810000,0.810000,715900,0.000000,0.000000
2024-03-08 00:00:00+08:00,0.815000,0.830000,0.815000,0.820000,760900,0.000000,0.000000
2024-03-11 00:00:00+08:00,0.820000,0.825000,0.815000,0.815000,498100,0.000000,0.000000
2024-03-12 00:00:00+08:00,0.815000,0.835000,0.815000,0.825000,739200,0.000000,0.000000
2024-03-13 00:00:00+08:00,0.820000,0.830000,0.820000,0.820000,1188500,0.000000,0.000000
2024-03-14 00:00:00+08:00,0.830000,0.840000,0.830000,0.835000,994500,0.000000,0.000000
2024-03-15 00:00:00+08:00,0.835000,0.835000,0.820000,0.820000,2441400,0.000000,0.000000
