Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-17 00:00:00+08:00,9.380000,9.380000,9.330000,9.330000,48077,0.000000,0.000000,0.000000
2024-01-19 00:00:00+08:00,9.380000,9.380000,9.330000,9.340000,11406,0.000000,0.000000,0.000000
2024-01-22 00:00:00+08:00,9.390000,9.390000,9.340000,9.350000,17485,0.000000,0.000000,0.000000
2024-01-23 00:00:00+08:00,9.390000,9.400000,9.390000,9.370000,1825,0.000000,0.000000,0.000000
2024-01-24 00:00:00+08:00,9.390000,9.390000,9.390000,9.390000,0,0.000000,0.000000,0.000000
2024-01-25 00:00:00+08:00,9.390000,9.390000,9.340000,9.380000,1230,0.000000,0.000000,0.000000
2024-01-26 00:00:00+08:00,9.420000,9.420000,9.420000,9.420000,0,0.000000,0.000000,0.000000
2024-01-29 00:00:00+08:00,9.420000,9.420000,9.380000,9.410000,920,0.000000,0.000000,0.000000
2024-01-30 00:00:00+08:00,9.470000,9.470000,9.420000,9.450000,9830,0.000000,0.000000,0.000000
2024-01-31 00:00:00+08:00,9.480000,9.480000,9.480000,9.470000,2,0.000000,0.000000,0.000000
2024-02-01 00:00:00+08:00,9.490000,9.490000,9.490000,9.480000,1000,0.000000,0.000000,0.000000
2024-02-02 00:00:00+08:00,9.500000,9.500000,9.500000,9.500000,0,0.000000,0.000000,0.000000
2024-02-05 00:00:00+08:00,9.460000,9.460000,9.460000,9.440000,600,0.000000,0.000000,0.000000
2024-02-06 00:00:00+08:00,9.430000,9.430000,9.420000,9.420000,1300,0.000000,0.000000,0.000000
2024-02-07 00:00:00+08:00,9.430000,9.430000,9.430000,9.430000,0,0.000000,0.000000,0.000000
2024-02-08 00:00:00+08:00,9.490000,9.490000,9.450000,9.440000,830,0.000000,0.000000,0.000000
2024-02-09 00:00:00+08:00,9.440000,9.440000,9.440000,9.440000,0,0.000000,0.000000,0.000000
2024-02-13 00:00:00+08:00,9.430000,9.430000,9.430000,9.430000,0,0.000000,0.000000,0.000000
2024-02-14 00:00:00+08:00,9.390000,9.390000,9.390000,9.390000,0,0.000000,0.000000,0.000000
2024-02-15 00:00:00+08:00,9.390000,9.400000,9.390000,9.440000,260,0.000000,0.000000,0.000000
2024-02-16 00:00:00+08:00,9.440000,9.440000,9.440000,9.420000,60,0.000000,0.000000,0.000000
2024-02-19 00:00:00+08:00,9.400000,9.430000,9.400000,9.410000,8000,0.000000,0.000000,0.000000
2024-02-20 00:00:00+08:00,9.380000,9.430000,9.380000,9.410000,8624,0.000000,0.000000,0.000000
2024-02-21 00:00:00+08:00,9.450000,9.450000,9.450000,9.430000,1240,0.000000,0.000000,0.000000
2024-02-22 00:00:00+08:00,9.420000,9.420000,9.420000,9.420000,0,0.000000,0.000000,0.000000
2024-02-23 00:00:00+08:00,9.460000,9.460000,9.410000,9.430000,12785,0.000000,0.000000,0.000000
2024-02-26 00:00:00+08:00,9.500000,9.500000,9.500000,9.480000,12692,0.000000,0.000000,0.000000
2024-02-27 00:00:00+08:00,9.480000,9.480000,9.480000,9.460000,1245,0.000000,0.000000,0.000000
2024-02-28 00:00:00+08:00,9.460000,9.460000,9.460000,9.460000,0,0.000000,0.000000,0.000000
2024-02-29 00:00:00+08:00,9.440000,9.440000,9.440000,9.470000,4800,0.000000,0.000000,0.000000
2024-03-01 00:00:00+08:00,9.470000,9.470000,9.470000,9.360000,85,0.000000,0.000000,0.000000
2024-03-04 00:00:00+08:00,9.420000,9.420000,9.420000,9.400000,1,0.000000,0.000000,0.000000
2024-03-05 00:00:00+08:00,9.400000,9.400000,9.400000,9.400000,0,0.000000,0.000000,0.000000
2024-03-06 00:00:00+08:00,9.490000,9.490000,9.420000,9.410000,820,0.000000,0.000000,0.000000
2024-03-07 00:00:00+08:00,9.430000,9.430000,9.430000,9.430000,0,0.000000,0.000000,0.000000
2024-03-08 00:00:00+08:00,9.470000,9.480000,9.470000,9.450000,52660,0.000000,0.000000,0.000000
2024-03-11 00:00:00+08:00,9.500000,9.500000,9.480000,9.460000,101,0.000000,0.000000,0.000000
2024-03-12 00:00:00+08:00,9.460000,9.460000,9.460000,9.470000,4100,0.000000,0.000000,0.000000
2024-03-13 00:00:00+08:00,9.440000,9.440000,9.440000,9.440000,0,0.000000,0.000000,0.000000
2024-03-14 00:00:00+08:00,9.440000,9.440000,9.440000,9.450000,1,0.000000,0.000000,0.000000
2024-03-15 00:00:00+08:00,9.440000,9.440000,9.420000,9.410000,27416,0.000000,0.000000,0.000000
