Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-02 00:00:00+08:00,12.920000,12.920000,12.920000,12.920000,40,0.000000,0.000000,0.000000
2024-01-03 00:00:00+08:00,12.910000,12.910000,12.910000,12.910000,4,0.000000,0.000000,0.000000
2024-01-04 00:00:00+08:00,12.940000,12.940000,12.940000,12.940000,10,0.000000,0.000000,0.000000
2024-01-05 00:00:00+08:00,12.920000,12.940000,12.920000,12.940000,664,0.000000,0.000000,0.000000
2024-01-08 00:00:00+08:00,12.950000,12.950000,12.950000,12.950000,2490,0.000000,0.000000,0.000000
2024-01-09 00:00:00+08:00,12.910000,12.950000,12.910000,12.950000,1417,0.000000,0.000000,0.000000
2024-01-10 00:00:00+08:00,12.940000,12.940000,12.940000,12.940000,7500,0.000000,0.000000,0.000000
2024-01-11 00:00:00+08:00,12.940000,12.940000,12.940000,12.940000,220,0.000000,0.000000,0.000000
2024-01-12 00:00:00+08:00,12.940000,12.940000,12.940000,12.940000,0,0.000000,0.000000,0.000000
2024-01-15 00:00:00+08:00,12.940000,12.940000,12.940000,12.940000,0,0.000000,0.000000,0.000000
2024-01-16 00:00:00+08:00,12.970000,12.980000,12.970000,12.980000,9262,0.000000,0.000000,0.000000
2024-01-17 00:00:00+08:00,13.000000,13.010000,13.000000,13.010000,94790,0.000000,0.000000,0.000000
2024-01-18 00:00:00+08:00,13.000000,13.020000,13.000000,13.020000,98014,0.000000,0.000000,0.000000
2024-01-19 00:00:00+08:00,13.030000,13.030000,13.030000,13.030000,4590,0.000000,0.000000,0.000000
2024-01-22 00:00:00+08:00,13.030000,13.030000,13.030000,13.030000,7000,0.000000,0.000000,0.000000
2024-01-23 00:00:00+08:00,13.030000,13.030000,13.030000,13.030000,0,0.000000,0.000000,0.000000
2024-01-24 00:00:00+08:00,13.030000,13.030000,13.030000,13.030000,0,0.000000,0.000000,0.000000
2024-01-25 00:00:00+08:00,13.100000,13.100000,13.100000,13.100000,1135,0.000000,0.000000,0.000000
2024-01-26 00:00:00+08:00,13.100000,13.100000,13.100000,13.100000,0,0.000000,0.000000,0.000000
2024-01-29 00:00:00+08:00,13.100000,13.100000,13.100000,13.100000,0,0.000000,0.000000,0.000000
2024-01-30 00:00:00+08:00,13.100000,13.100000,13.100000,13.100000,0,0.000000,0.000000,0.000000
2024-01-31 00:00:00+08:00,13.120000,13.120000,13.120000,13.120000,6,0.000000,0.000000,0.000000
2024-02-01 00:00:00+08:00,13.120000,13.140000,13.120000,13.140000,2050,0.000000,0.000000,0.000000
2024-02-02 00:00:00+08:00,13.100000,13.100000,13.090000,13.090000,480,0.000000,0.000000,0.000000
2024-02-05 00:00:00+08:00,13.090000,13.160000,13.090000,13.150000,27469,0.000000,0.000000,0.000000
2024-02-06 00:00:00+08:00,13.170000,13.170000,13.150000,13.150000,10401,0.000000,0.000000,0.000000
2024-02-07 00:00:00+08:00,13.150000,13.150000,13.150000,13.150000,0,0.000000,0.000000,0.000000
2024-02-08 00:00:00+08:00,13.150000,13.150000,13.150000,13.150000,0,0.000000,0.000000,0.000000
2024-02-09 00:00:00+08:00,13.150000,13.150000,13.150000,13.150000,0,0.000000,0.000000,0.000000
2024-02-13 00:00:00+08:00,13.160000,13.160000,13.140000,13.140000,157,0.000000,0.000000,0.000000
2024-02-14 00:00:00+08:00,13.140000,13.140000,13.140000,13.140000,0,0.000000,0.000000,0.000000
2024-02-15 00:00:00+08:00,13.140000,13.140000,13.140000,13.140000,0,0.000000,0.000000,0.000000
2024-02-16 00:00:00+08:00,13.150000,13.150000,13.150000,13.150000,8,0.000000,0.000000,0.000000
2024-02-19 00:00:00+08:00,13.150000,13.150000,13.150000,13.150000,0,0.000000,0.000000,0.000000
2024-02-20 00:00:00+08:00,13.150000,13.160000,13.150000,13.160000,147,0.000000,0.000000,0.000000
2024-02-21 00:00:00+08:00,13.160000,13.160000,13.160000,13.160000,0,0.000000,0.000000,0.000000
2024-02-22 00:00:00+08:00,13.150000,13.160000,13.150000,13.160000,834,0.000000,0.000000,0.000000
2024-02-23 00:00:00+08:00,13.200000,13.200000,13.200000,13.200000,76,0.000000,0.000000,0.000000
2024-02-26 00:00:00+08:00,13.200000,13.200000,13.200000,13.200000,1,0.000000,0.000000,0.000000
2024-02-27 00:00:00+08:00,13.200000,13.230000,13.130000,13.130000,13143,0.000000,0.000000,0.000000
