Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00+08:00,0.390000,0.425000,0.390000,0.420000,171000,0.000000,0.000000
2000-01-04 00:00:00+08:00,0.430000,0.450000,0.415000,0.440000,209000,0.000000,0.000000
2000-01-05 00:00:00+08:00,0.400000,0.430000,0.400000,0.430000,224000,0.000000,0.000000
2000-01-06 00:00:00+08:00,0.435000,0.440000,0.410000,0.410000,136000,0.000000,0.000000
2000-01-07 00:00:00+08:00,0.420000,0.430000,0.410000,0.410000,20000,0.000000,0.000000
2000-01-10 00:00:00+08:00,0.420000,0.420000,0.420000,0.420000,13000,0.000000,0.000000
2000-01-11 00:00:00+08:00,0.400000,0.400000,0.390000,0.390000,13000,0.000000,0.000000
2000-01-12 00:00:00+08:00,0.390000,0.390000,0.390000,0.390000,5000,0.000000,0.000000
2000-01-13 00:00:00+08:00,0.390000,0.390000,0.385000,0.385000,50000,0.000000,0.000000
2000-01-14 00:00:00+08:00,0.390000,0.390000,0.390000,0.390000,10000,0.000000,0.000000
2000-01-17 00:00:00+08:00,0.390000,0.395000,0.390000,0.390000,35000,0.000000,0.000000
2000-01-18 00:00:00+08:00,0.390000,0.390000,0.390000,0.390000,0,0.000000,0.000000
2000-01-19 00:00:00+08:00,0.390000,0.390000,0.390000,0.390000,0,0.000000,0.000000
2000-01-20 00:00:00+08:00,0.390000,0.390000,0.390000,0.390000,0,0.000000,0.000000
2000-01-21 00:00:00+08:00,0.390000,0.390000,0.390000,0.390000,0,0.000000,0.000000
2000-01-24 00:00:00+08:00,0.390000,0.390000,0.370000,0.380000,33000,0.000000,0.000000
2000-01-25 00:00:00+08:00,0.365000,0.365000,0.365000,0.365000,15000,0.000000,0.000000
2000-01-26 00:00:00+08:00,0.370000,0.370000,0.370000,0.370000,5000,0.000000,0.000000
2000-01-27 00:00:00+08:00,0.365000,0.365000,0.365000,0.365000,10000,0.000000,0.000000
2000-01-28 00:00:00+08:00,0.365000,0.365000,0.365000,0.365000,0,0.000000,0.000000
2000-01-31 00:00:00+08:00,0.365000,0.365000,0.365000,0.365000,0,0.000000,0.000000
2000-02-01 00:00:00+08:00,0.360000,0.360000,0.360000,0.360000,4000,0.000000,0.000000
2000-02-02 00:00:00+08:00,0.360000,0.360000,0.360000,0.360000,33000,0.000000,0.000000
2000-02-03 00:00:00+08:00,0.355000,0.360000,0.350000,0.360000,10000,0.000000,0.000000
2000-02-04 00:00:00+08:00,0.360000,0.360000,0.360000,0.360000,0,0.000000,0.000000
2000-02-07 00:00:00+08:00,0.360000,0.360000,0.360000,0.360000,0,0.000000,0.000000
2000-02-08 00:00:00+08:00,0.360000,0.360000,0.350000,0.350000,19000,0.000000,0.000000
2000-02-09 00:00:00+08:00,0.350000,0.350000,0.350000,0.350000,20000,0.000000,0.000000
2000-02-10 00:00:00+08:00,0.350000,0.350000,0.350000,0.350000,5000,0.000000,0.000000
2000-02-11 00:00:00+08:00,0.365000,0.365000,0.365000,0.365000,18000,0.000000,0.000000
2000-02-14 00:00:00+08:00,0.345000,0.345000,0.345000,0.345000,5000,0.000000,0.000000
2000-02-15 00:00:00+08:00,0.350000,0.350000,0.350000,0.350000,2000,0.000000,0.000000
2000-02-16 00:00:00+08:00,0.360000,0.360000,0.350000,0.350000,110000,0.000000,0.000000
2000-02-17 00:00:00+08:00,0.350000,0.365000,0.350000,0.360000,193000,0.000000,0.000000
2000-02-18 00:00:00+08:00,0.365000,0.365000,0.355000,0.355000,35000,0.000000,0.000000
2000-02-21 00:00:00+08:00,0.345000,0.360000,0.345000,0.360000,11000,0.000000,0.000000
2000-02-22 00:00:00+08:00,0.340000,0.340000,0.335000,0.335000,28000,0.000000,0.000000
2000-02-23 00:00:00+08:00,0.340000,0.340000,0.335000,0.340000,39000,0.000000,0.000000
2000-02-24 00:00:00+08:00,0.340000,0.340000,0.340000,0.340000,57000,0.000000,0.000000
2000-02-25 00:00:00+08:00,0.335000,0.335000,0.330000,0.335000,108000,0.000000,0.000000
2000-02-28 00:00:00+08:00,0.330000,0.355000,0.330000,0.355000,70000,0.000000,0.000000
2000-02-29 00:00:00+08:00,0.350000,0.350000,0.325000,0.325000,24000,0.000000,0.000000
2000-03-01 00:00:00+08:00,0.325000,0.325000,0.325000,0.325000,5000,0.000000,0.000000
2000-03-02 00:00:00+08:00,0.330000,0.330000,0.300000,0.300000,20000,0.000000,0.000000
2000-03-03 00:00:00+08:00,0.300000,0.300000,0.300000,0.300000,0,0.000000,0.000000
2000-03-06 00:00:00+08:00,0.310000,0.310000,0.300000,0.310000,70000,0.000000,0.000000
2000-03-07 00:00:00+08:00,0.300000,0.305000,0.290000,0.300000,115000,0.000000,0.000000
2000-03-08 00:00:00+08:00,0.295000,0.295000,0.290000,0.295000,11000,0.000000,0.000000
2000-03-09 00:00:00+08:00,0.290000,0.290000,0.290000,0.290000,90000,0.000000,0.000000
2000-03-10 00:00:00+08:00,0.290000,0.290000,0.275000,0.275000,115000,0.000000,0.000000
2000-03-13 00:00:00+08:00,0.275000,0.280000,0.260000,0.260000,72000,0.000000,0.000000
2000-03-14 00:00:00+08:00,0.290000,0.310000,0.290000,0.290000,81000,0.000000,0.000000
2000-03-15 00:00:00+08:00,0.280000,0.280000,0.275000,0.275000,60000,0.000000,0.000000
2000-03-16 00:00:00+08:00,0.275000,0.275000,0.275000,0.275000,0,0.000000,0.000000
2000-03-17 00:00:00+08:00,0.270000,0.270000,0.270000,0.270000,3000,0.000000,0.000000
2000-03-20 00:00:00+08:00,0.270000,0.270000,0.270000,0.270000,0,0.000000,0.000000
2000-03-21 00:00:00+08:00,0.270000,0.300000,0.270000,0.300000,46000,0.000000,0.000000
2000-03-22 00:00:00+08:00,0.290000,0.290000,0.290000,0.290000,10000,0.000000,0.000000
