Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RClose
2017-03-28 00:00:00+08:00,1.006400,1.006400,1.006400,1.006400,0,0.000000,0.000000,0.000000,1.006400
2017-03-29 00:00:00+08:00,1.008000,1.008000,1.008000,1.008000,0,0.000000,0.000000,0.000000,1.008000
2017-03-30 00:00:00+08:00,1.009500,1.009500,1.009500,1.009500,0,0.000000,0.000000,0.000000,1.009500
2017-03-31 00:00:00+08:00,1.011700,1.011700,1.011700,1.011700,0,0.000000,0.000000,0.000000,1.011700
2017-04-03 00:00:00+08:00,1.015100,1.015100,1.015100,1.015100,0,0.000000,0.000000,0.000000,1.015100
2017-04-04 00:00:00+08:00,1.017700,1.017700,1.017700,1.017700,0,0.000000,0.000000,0.000000,1.017700
2017-04-05 00:00:00+08:00,1.022200,1.022200,1.022200,1.022200,0,0.000000,0.000000,0.000000,1.022200
2017-04-06 00:00:00+08:00,1.021700,1.021700,1.021700,1.021700,0,0.000000,0.000000,0.000000,1.021700
2017-04-07 00:00:00+08:00,1.025200,1.025200,1.025200,1.025200,0,0.000000,0.000000,0.000000,1.025200
2017-04-10 00:00:00+08:00,1.021500,1.021500,1.021500,1.021500,0,0.000000,0.000000,0.000000,1.021500
2017-04-11 00:00:00+08:00,1.023700,1.023700,1.023700,1.023700,0,0.000000,0.000000,0.000000,1.023700
2017-04-12 00:00:00+08:00,1.025900,1.025900,1.025900,1.025900,0,0.000000,0.000000,0.000000,1.025900
2017-04-13 00:00:00+08:00,1.026100,1.026100,1.026100,1.026100,0,0.000000,0.000000,0.000000,1.026100
2017-04-17 00:00:00+08:00,1.024500,1.024500,1.024500,1.024500,0,0.000000,0.000000,0.000000,1.024500
2017-04-18 00:00:00+08:00,1.025000,1.025000,1.025000,1.025000,0,0.000000,0.000000,0.000000,1.025000
2017-04-19 00:00:00+08:00,1.029900,1.029900,1.029900,1.029900,0,0.000000,0.000000,0.000000,1.029900
