Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-01-19 00:00:00+08:00,0.957600,0.957600,0.957600,0.957600,0,0.000000,0.000000,0.000000
2022-01-20 00:00:00+08:00,1.000000,1.000000,0.960000,0.965000,938541,0.000000,0.000000,0.000000
2022-01-21 00:00:00+08:00,0.965000,0.979000,0.953000,0.966000,491626,0.000000,0.000000,0.000000
2022-01-24 00:00:00+08:00,0.967000,0.977000,0.950000,0.974000,278813,0.000000,0.000000,0.000000
2022-01-25 00:00:00+08:00,0.968000,0.968000,0.932000,0.935000,292278,0.000000,0.000000,0.000000
2022-01-26 00:00:00+08:00,0.935000,0.946000,0.930000,0.945000,214150,0.000000,0.000000,0.000000
2022-01-27 00:00:00+08:00,0.945000,0.945000,0.911000,0.911000,269948,0.000000,0.000000,0.000000
2022-01-28 00:00:00+08:00,0.911000,0.911000,0.883000,0.890000,579954,0.000000,0.000000,0.000000
2022-01-31 00:00:00+08:00,0.890000,0.900000,0.890000,0.899000,76985,0.000000,0.000000,0.000000
2022-02-03 00:00:00+08:00,0.899000,0.917000,0.899000,0.911000,169500,0.000000,0.000000,0.000000
2022-02-04 00:00:00+08:00,0.911000,0.923000,0.911000,0.922000,247534,0.000000,0.000000,0.000000
2022-02-07 00:00:00+08:00,0.922000,0.931000,0.911000,0.915000,46205,0.000000,0.000000,0.000000
2022-02-08 00:00:00+08:00,0.915000,0.915000,0.870000,0.887000,418682,0.000000,0.000000,0.000000
2022-02-09 00:00:00+08:00,0.887000,0.900000,0.883000,0.900000,248765,0.000000,0.000000,0.000000
2022-02-10 00:00:00+08:00,0.913000,0.913000,0.876000,0.880000,269194,0.000000,0.000000,0.000000
2022-02-11 00:00:00+08:00,0.880000,0.882000,0.867000,0.868000,207405,0.000000,0.000000,0.000000
2022-02-14 00:00:00+08:00,0.868000,0.876000,0.851000,0.860000,163293,0.000000,0.000000,0.000000
2022-02-15 00:00:00+08:00,0.860000,0.899000,0.860000,0.896000,91136,0.000000,0.000000,0.000000
2022-02-16 00:00:00+08:00,0.915000,0.915000,0.908000,0.908000,22300,0.000000,0.000000,0.000000
2022-02-17 00:00:00+08:00,0.908000,0.932000,0.908000,0.925000,219357,0.000000,0.000000,0.000000
2022-02-18 00:00:00+08:00,0.925000,0.925000,0.911000,0.911000,24647,0.000000,0.000000,0.000000
2022-02-21 00:00:00+08:00,0.900000,0.904000,0.893000,0.898000,31409,0.000000,0.000000,0.000000
2022-02-22 00:00:00+08:00,0.880000,0.889000,0.880000,0.887000,33044,0.000000,0.000000,0.000000
2022-02-23 00:00:00+08:00,0.887000,0.920000,0.887000,0.916000,127112,0.000000,0.000000,0.000000
2022-02-24 00:00:00+08:00,0.896000,0.910000,0.885000,0.886000,208882,0.000000,0.000000,0.000000
