Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-11-22 00:00:00+08:00,1.000000,1.000000,1.000000,1.000000,0,0.000000,0.000000,0.000000
2021-11-23 00:00:00+08:00,1.008000,1.008000,1.001000,1.003000,438960,0.000000,0.000000,0.000000
2021-11-24 00:00:00+08:00,1.001000,1.007000,1.000000,1.004000,465840,0.000000,0.000000,0.000000
2021-11-25 00:00:00+08:00,1.006000,1.007000,1.005000,1.005000,327910,0.000000,0.000000,0.000000
2021-11-26 00:00:00+08:00,1.006000,1.006000,1.000000,1.000000,636780,0.000000,0.000000,0.000000
2021-11-29 00:00:00+08:00,1.000000,1.003000,0.994000,0.994000,552820,0.000000,0.000000,0.000000
2021-11-30 00:00:00+08:00,0.994000,0.995000,0.974000,0.975000,854490,0.000000,0.000000,0.000000
2021-12-01 00:00:00+08:00,0.974000,0.980000,0.970000,0.975000,353280,0.000000,0.000000,0.000000
2021-12-02 00:00:00+08:00,0.975000,0.975000,0.965000,0.966000,217660,0.000000,0.000000,0.000000
2021-12-03 00:00:00+08:00,0.966000,0.975000,0.966000,0.970000,210570,0.000000,0.000000,0.000000
2021-12-06 00:00:00+08:00,0.970000,0.974000,0.969000,0.971000,163860,0.000000,0.000000,0.000000
2021-12-07 00:00:00+08:00,0.972000,0.984000,0.972000,0.983000,114740,0.000000,0.000000,0.000000
2021-12-08 00:00:00+08:00,0.983000,0.985000,0.980000,0.985000,147600,0.000000,0.000000,0.000000
2021-12-09 00:00:00+08:00,0.985000,0.990000,0.982000,0.990000,17590,0.000000,0.000000,0.000000
2021-12-10 00:00:00+08:00,0.990000,0.990000,0.980000,0.986000,16300,0.000000,0.000000,0.000000
2021-12-13 00:00:00+08:00,0.986000,0.990000,0.986000,0.986000,79680,0.000000,0.000000,0.000000
2021-12-14 00:00:00+08:00,0.986000,0.988000,0.985000,0.985000,28800,0.000000,0.000000,0.000000
2021-12-15 00:00:00+08:00,0.985000,0.985000,0.977000,0.980000,80970,0.000000,0.000000,0.000000
2021-12-16 00:00:00+08:00,0.979000,0.985000,0.979000,0.985000,25940,0.000000,0.000000,0.000000
2021-12-17 00:00:00+08:00,0.982000,0.985000,0.980000,0.985000,44500,0.000000,0.000000,0.000000
2021-12-20 00:00:00+08:00,0.980000,0.980000,0.975000,0.975000,52010,0.000000,0.000000,0.000000
2021-12-21 00:00:00+08:00,0.975000,0.975000,0.975000,0.975000,71100,0.000000,0.000000,0.000000
2021-12-22 00:00:00+08:00,0.974000,0.974000,0.967000,0.967000,199080,0.000000,0.000000,0.000000
2021-12-23 00:00:00+08:00,0.984000,0.984000,0.973000,0.973000,11950,0.000000,0.000000,0.000000
2021-12-24 00:00:00+08:00,0.975000,0.975000,0.975000,0.975000,4900,0.000000,0.000000,0.000000
2021-12-27 00:00:00+08:00,0.980000,0.980000,0.975000,0.975000,27050,0.000000,0.000000,0.000000
2021-12-28 00:00:00+08:00,0.980000,0.980000,0.974000,0.975000,19770,0.000000,0.000000,0.000000
2021-12-29 00:00:00+08:00,0.977000,0.989000,0.977000,0.982000,46870,0.000000,0.000000,0.000000
2021-12-30 00:00:00+08:00,0.982000,0.991000,0.981000,0.990000,114310,0.000000,0.000000,0.000000
2021-12-31 00:00:00+08:00,0.990000,0.990000,0.983000,0.983000,14870,0.000000,0.000000,0.000000
2022-01-03 00:00:00+08:00,0.981000,0.988000,0.981000,0.988000,6500,0.000000,0.000000,0.000000
2022-01-04 00:00:00+08:00,0.988000,0.990000,0.984000,0.987000,63980,0.000000,0.000000,0.000000
2022-01-05 00:00:00+08:00,0.987000,0.989000,0.985000,0.985000,70140,0.000000,0.000000,0.000000
2022-01-06 00:00:00+08:00,0.983000,0.983000,0.969000,0.969000,114260,0.000000,0.000000,0.000000
2022-01-07 00:00:00+08:00,0.971000,0.971000,0.969000,0.970000,31450,0.000000,0.000000,0.000000
2022-01-10 00:00:00+08:00,0.970000,0.970000,0.966000,0.966000,67920,0.000000,0.000000,0.000000
2022-01-11 00:00:00+08:00,0.966000,0.966000,0.959000,0.959000,64250,0.000000,0.000000,0.000000
2022-01-12 00:00:00+08:00,0.959000,0.959000,0.955000,0.959000,11350,0.000000,0.000000,0.000000
2022-01-13 00:00:00+08:00,0.959000,0.969000,0.959000,0.969000,27040,0.000000,0.000000,0.000000
