Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RClose
2008-08-29 00:00:00+08:00,129.699997,129.699997,129.699997,129.699997,0,0.000000,0.000000,0.000000,129.699997
2008-09-23 00:00:00+08:00,129.600006,129.600006,129.600006,129.600006,0,0.000000,0.000000,0.000000,129.600006
2009-05-19 00:00:00+08:00,129.600006,129.600006,129.600006,129.600006,10,0.000000,0.000000,0.000000,129.600006
2012-07-03 00:00:00+08:00,136.789993,137.000000,136.490005,136.490005,110,0.000000,0.000000,0.000000,136.490005
2012-07-06 00:00:00+08:00,136.199997,136.199997,136.199997,136.199997,50,0.000000,0.000000,0.000000,136.199997
2012-07-19 00:00:00+08:00,137.199997,137.199997,137.199997,137.199997,10,0.000000,0.000000,0.000000,137.199997
2012-10-18 00:00:00+08:00,138.000000,138.000000,138.000000,138.000000,20,0.000000,0.000000,0.000000,138.000000
2012-12-05 00:00:00+08:00,141.020004,141.020004,141.020004,141.020004,50,0.000000,0.000000,0.000000,141.020004
2012-12-26 00:00:00+08:00,142.649994,142.649994,142.649994,142.649994,50,0.000000,0.000000,0.000000,142.649994
2012-12-27 00:00:00+08:00,141.970001,141.970001,141.970001,141.970001,10,0.000000,0.000000,0.000000,141.970001
2012-12-28 00:00:00+08:00,141.410004,141.410004,141.410004,141.410004,10,0.000000,0.000000,0.000000,141.410004
2013-01-02 00:00:00+08:00,141.410004,141.410004,141.410004,141.410004,2600,0.000000,0.000000,0.000000,141.410004
2013-01-03 00:00:00+08:00,141.410004,141.410004,141.410004,141.410004,2600,0.000000,0.000000,0.000000,141.410004
2013-01-18 00:00:00+08:00,148.440002,148.440002,148.440002,148.440002,30,0.000000,0.000000,0.000000,148.440002
2013-02-20 00:00:00+08:00,153.500000,153.500000,153.500000,153.500000,120,0.000000,0.000000,0.000000,153.500000
2013-03-04 00:00:00+08:00,151.300003,151.770004,151.300003,151.770004,240,0.000000,0.000000,0.000000,151.770004
2013-03-08 00:00:00+08:00,155.059998,155.059998,155.059998,155.059998,100,0.000000,0.000000,0.000000,155.059998
2013-03-15 00:00:00+08:00,156.330002,156.380005,156.330002,156.369995,30000,0.000000,0.000000,0.000000,156.369995
2013-03-18 00:00:00+08:00,154.399994,154.399994,154.399994,154.399994,50,0.000000,0.000000,0.000000,154.399994
2013-03-22 00:00:00+08:00,154.479996,154.479996,154.479996,154.479996,1000,0.000000,0.000000,0.000000,154.479996
2013-03-26 00:00:00+08:00,155.300003,155.300003,155.300003,155.300003,30,0.000000,0.000000,0.000000,155.300003
2013-04-08 00:00:00+08:00,155.300003,155.300003,155.300003,155.300003,10,0.000000,0.000000,0.000000,155.300003
2013-04-15 00:00:00+08:00,157.899994,157.899994,157.899994,157.899994,10,0.000000,0.000000,0.000000,157.899994
2013-04-18 00:00:00+08:00,155.199997,155.199997,155.199997,155.199997,150,0.000000,0.000000,0.000000,155.199997
2013-04-19 00:00:00+08:00,155.199997,155.199997,154.710007,154.710007,150,0.000000,0.000000,0.000000,154.710007
2013-04-23 00:00:00+08:00,155.860001,155.860001,155.860001,155.860001,160,0.000000,0.000000,0.000000,155.860001
2013-05-20 00:00:00+08:00,167.300003,167.300003,167.029999,167.029999,200,0.000000,0.000000,0.000000,167.029999
