Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RClose
2005-12-27 00:00:00-05:00,16.428572,16.785713,16.071428,16.785713,190204,0.000000,0.000000,0.000000,16.785713
2005-12-28 00:00:00-05:00,16.428572,16.785713,16.428572,16.785713,93408,0.000000,0.000000,0.000000,16.785713
2005-12-29 00:00:00-05:00,16.428572,16.785713,16.428572,16.428572,4802,0.000000,0.000000,0.000000,16.428572
2005-12-30 00:00:00-05:00,16.071428,17.142857,15.714285,17.142857,46382,0.000000,0.000000,0.000000,17.142857
2006-01-03 00:00:00-05:00,16.785713,16.785713,16.785713,16.785713,12992,0.000000,0.000000,0.000000,16.785713
2006-01-04 00:00:00-05:00,16.785713,16.785713,16.071428,16.071428,24906,0.000000,0.000000,0.000000,16.071428
2006-01-05 00:00:00-05:00,16.071428,16.071428,15.714285,15.714285,13482,0.000000,0.000000,0.000000,15.714285
2006-01-06 00:00:00-05:00,16.071428,16.785713,16.071428,16.428572,32032,0.000000,0.000000,0.000000,16.428572
2006-01-09 00:00:00-05:00,16.428572,16.428572,16.428572,16.428572,12390,0.000000,0.000000,0.000000,16.428572
2006-01-10 00:00:00-05:00,16.428572,16.428572,16.428572,16.428572,0,0.000000,0.000000,0.000000,16.428572
2006-01-11 00:00:00-05:00,16.428572,16.785713,16.428572,16.428572,38976,0.000000,0.000000,0.000000,16.428572
2006-01-12 00:00:00-05:00,16.428572,16.428572,16.071428,16.071428,8820,0.000000,0.000000,0.000000,16.071428
2006-01-13 00:00:00-05:00,16.071428,16.428572,16.071428,16.071428,14812,0.000000,0.000000,0.000000,16.071428
2006-01-17 00:00:00-05:00,19.642857,20.714285,18.928572,18.928572,314678,0.000000,0.000000,0.000000,18.928572
2006-01-18 00:00:00-05:00,18.571428,20.000000,18.571428,19.285713,48566,0.000000,0.000000,0.000000,19.285713
2006-01-19 00:00:00-05:00,19.642857,20.714285,19.642857,20.714285,106036,0.000000,0.000000,0.000000,20.714285
2006-01-20 00:00:00-05:00,20.714285,21.785713,20.357141,21.071428,123690,0.000000,0.000000,0.000000,21.071428
2006-01-23 00:00:00-05:00,20.000000,20.357141,20.000000,20.357141,26390,0.000000,0.000000,0.000000,20.357141
2006-01-24 00:00:00-05:00,20.357141,20.714285,20.000000,20.000000,20160,0.000000,0.000000,0.000000,20.000000
2006-01-25 00:00:00-05:00,20.000000,21.071428,19.285713,20.000000,45430,0.000000,0.000000,0.000000,20.000000
2006-01-26 00:00:00-05:00,20.357141,22.857141,20.357141,21.785713,154238,0.000000,0.000000,0.000000,21.785713
2006-01-27 00:00:00-05:00,22.500000,22.500000,21.785713,22.142857,113540,0.000000,0.000000,0.000000,22.142857
2006-01-30 00:00:00-05:00,22.142857,22.142857,22.142857,22.142857,0,0.000000,0.000000,0.000000,22.142857
