Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RClose
2018-04-25 00:00:00+08:00,4.216899,4.419851,4.216899,4.419851,3200,0.000000,0.000000,4.419851
2018-04-26 00:00:00+08:00,4.374750,4.374750,4.374750,4.374750,1800,0.000000,0.000000,4.374871
2018-04-30 00:00:00+08:00,4.735555,4.735555,4.510052,4.510052,2040,0.000000,0.000000,4.510294
2018-05-02 00:00:00+08:00,4.510052,4.510052,4.510052,4.510052,100,0.000000,0.000000,4.510415
2018-05-03 00:00:00+08:00,4.216898,4.216898,4.216898,4.216898,40,0.000000,0.000000,4.217382
2018-05-14 00:00:00+08:00,4.216898,4.216898,4.216898,4.216898,10000,0.000000,0.000000,4.217504
2018-07-05 00:00:00+08:00,4.284549,4.374750,4.284549,4.374750,9800,0.000000,0.000000,4.375477
2018-07-16 00:00:00+08:00,4.329650,4.329650,4.329650,4.329650,6000,0.000000,0.000000,4.330498
2018-07-17 00:00:00+08:00,4.307099,4.307099,4.307099,4.307099,2100,0.000000,0.000000,4.308068
2018-07-18 00:00:00+08:00,4.284550,4.284550,4.284550,4.284550,10000,0.000000,0.000000,4.285640
2018-08-02 00:00:00+08:00,4.284550,4.284550,4.284550,4.284550,23120,0.000000,0.000000,4.285761
2018-08-06 00:00:00+08:00,4.261999,4.261999,4.261999,4.261999,30400,0.000000,0.000000,4.263331
2018-08-13 00:00:00+08:00,4.239449,4.239449,4.239449,4.239449,6000,0.000000,0.000000,4.240902
2018-08-14 00:00:00+08:00,4.216899,4.216899,4.194348,4.194348,15000,0.000000,0.000000,4.195922
2018-08-16 00:00:00+08:00,4.487502,4.487502,4.487502,4.487502,80,0.000000,0.000000,4.489198
2018-08-23 00:00:00+08:00,4.329650,4.329650,4.329650,4.329650,10000,0.000000,0.000000,4.331467
2018-08-24 00:00:00+08:00,4.329650,4.329650,4.329650,4.329650,400,0.000000,0.000000,4.331588
2018-08-28 00:00:00+08:00,4.397301,4.397301,4.397301,4.397301,20,0.000000,0.000000,4.399360
2018-09-18 00:00:00+08:00,3.991396,3.991396,3.991396,3.991396,20,0.000000,0.000000,3.993576
2018-10-24 00:00:00+08:00,3.991396,3.991396,3.991396,3.991396,980,0.000000,0.000000,3.993697
2018-10-25 00:00:00+08:00,3.968846,3.968846,3.946295,3.946295,800,0.000000,0.000000,3.948717
2018-10-31 00:00:00+08:00,3.923745,3.923745,3.720793,3.743343,17760,0.000000,0.000000,3.745886
2018-11-01 00:00:00+08:00,3.765893,3.833544,3.765893,3.810993,6000,0.000000,0.000000,3.813658
2018-11-05 00:00:00+08:00,3.923745,3.968846,3.833544,3.968846,240,0.000000,0.000000,3.971632
2018-11-07 00:00:00+08:00,3.923745,3.923745,3.923745,3.923745,1000,0.000000,0.000000,3.926652
2018-11-08 00:00:00+08:00,3.923745,3.923745,3.923745,3.923745,1800,0.000000,0.000000,3.926773
2018-11-09 00:00:00+08:00,3.923745,3.923745,3.923745,3.923745,2000,0.000000,0.000000,3.926894
2018-11-12 00:00:00+08:00,3.923745,3.923745,3.923745,3.923745,120,0.000000,0.000000,3.927015
2018-11-13 00:00:00+08:00,3.878645,3.878645,3.585491,3.630592,5580,0.000000,0.000000,3.633983
2018-11-14 00:00:00+08:00,3.653142,3.653142,3.653142,3.653142,2000,0.000000,0.000000,3.656654
2018-11-15 00:00:00+08:00,3.608042,3.630592,3.608042,3.630592,6100,0.000000,0.000000,3.634225
2018-11-16 00:00:00+08:00,3.698242,3.698242,3.630592,3.630592,720,0.000000,0.000000,3.634347
2018-11-19 00:00:00+08:00,3.630592,3.653142,3.630592,3.653142,4900,0.000000,0.000000,3.657018
2018-11-20 00:00:00+08:00,3.675692,3.675692,3.675692,3.675692,60,0.000000,0.000000,3.679689
2018-11-22 00:00:00+08:00,3.517841,3.517841,3.202137,3.202137,27640,0.000000,0.000000,3.206255
2018-11-23 00:00:00+08:00,3.202137,3.202137,3.202137,3.202137,960,0.000000,0.000000,3.206376
2018-11-26 00:00:00+08:00,3.157036,3.157036,3.134486,3.134486,6400,0.000000,0.000000,3.138846
2018-11-28 00:00:00+08:00,3.157036,3.157036,3.089386,3.111936,22760,0.000000,0.000000,3.116417
2018-11-29 00:00:00+08:00,3.157036,3.157036,3.111936,3.111936,19960,0.000000,0.000000,3.116538
2018-11-30 00:00:00+08:00,3.111936,3.111936,3.089386,3.089386,40060,0.000000,0.000000,3.094109
2018-12-03 00:00:00+08:00,3.066835,3.111936,3.044285,3.044285,33940,0.000000,0.000000,3.049130
2018-12-04 00:00:00+08:00,3.044285,3.044285,2.976634,2.999185,78660,0.000000,0.000000,3.004151
2018-12-05 00:00:00+08:00,2.931534,2.931534,2.886433,2.908983,10240,0.000000,0.000000,2.914070
2018-12-06 00:00:00+08:00,2.931534,2.931534,2.931534,2.931534,23600,0.000000,0.000000,2.936742
2018-12-07 00:00:00+08:00,2.999184,2.999184,2.908983,2.908983,28000,0.000000,0.000000,2.914312
2018-12-10 00:00:00+08:00,2.931534,2.931534,2.931534,2.931534,16580,0.000000,0.000000,2.936984
2018-12-11 00:00:00+08:00,2.976634,2.976634,2.976634,2.976634,2600,0.000000,0.000000,2.982205
2018-12-28 00:00:00+08:00,3.066835,3.066835,3.066835,3.066835,40,0.000000,0.000000,3.072527
2018-12-31 00:00:00+08:00,3.111936,3.111936,3.111936,3.111936,2000,0.000000,0.000000,3.117749
2019-01-02 00:00:00+08:00,3.111936,3.111936,3.066835,3.089386,15400,0.000000,0.000000,3.095321
2019-01-03 00:00:00+08:00,3.111936,3.157036,3.111936,3.157036,35400,0.000000,0.000000,3.163092
2019-01-04 00:00:00+08:00,3.111936,3.224687,3.111936,3.202137,44000,0.000000,0.000000,3.208314
2019-01-09 00:00:00+08:00,3.292338,3.292338,3.292338,3.292338,240,0.000000,0.000000,3.298636
2019-01-10 00:00:00+08:00,3.359988,3.427639,3.359988,3.405089,3240,0.000000,0.000000,3.411508
2019-01-11 00:00:00+08:00,3.359988,3.405089,3.359988,3.405089,7240,0.000000,0.000000,3.411629
2019-01-14 00:00:00+08:00,3.427639,3.472740,3.427639,3.427639,5140,0.000000,0.000000,3.434300
2019-01-15 00:00:00+08:00,3.427639,3.427639,3.427639,3.427639,5400,0.000000,0.000000,3.434421
2019-01-16 00:00:00+08:00,3.472740,3.472740,3.472740,3.472740,3000,0.000000,0.000000,3.479644
2019-01-17 00:00:00+08:00,3.472740,3.472740,3.472740,3.472740,1000,0.000000,0.000000,3.479765
2019-01-18 00:00:00+08:00,3.472740,3.472740,3.472740,3.472740,22000,0.000000,0.000000,3.479886
2019-01-21 00:00:00+08:00,3.450190,3.450190,3.427639,3.427639,5000,0.000000,0.000000,3.434906
2019-01-22 00:00:00+08:00,3.427639,3.427639,3.427639,3.427639,1180,0.000000,0.000000,3.435027
2019-01-23 00:00:00+08:00,3.517840,3.517840,3.517840,3.517840,540,0.000000,0.000000,3.525349
2019-01-29 00:00:00+08:00,3.292338,3.292338,3.224687,3.224687,53520,0.000000,0.000000,3.232317
2019-01-30 00:00:00+08:00,3.269788,3.269788,3.269788,3.269788,600,0.000000,0.000000,3.277539
2019-02-01 00:00:00+08:00,3.269788,3.269788,3.269788,3.269788,2000,0.000000,0.000000,3.277660
2019-02-13 00:00:00+08:00,3.314888,3.314888,3.314888,3.314888,2480,0.000000,0.000000,3.322882
2019-02-20 00:00:00+08:00,3.359988,3.359988,3.314888,3.314888,9620,0.000000,0.000000,3.323003
2019-02-21 00:00:00+08:00,3.472740,3.472740,3.472740,3.472740,7760,0.000000,0.000000,3.480976
2019-03-04 00:00:00+08:00,3.562941,3.562941,3.562941,3.562941,3000,0.000000,0.000000,3.571298
2019-03-06 00:00:00+08:00,3.450190,3.450190,3.450190,3.450190,800,0.000000,0.000000,3.458668
2019-03-11 00:00:00+08:00,3.382539,3.382539,3.382539,3.382539,20020,0.000000,0.000000,3.391138
2019-03-12 00:00:00+08:00,3.405089,3.405089,3.405089,3.405089,14000,0.000000,0.000000,3.413809
2019-03-18 00:00:00+08:00,3.540391,3.540391,3.540391,3.540391,9300,0.000000,0.000000,3.549232
2019-04-03 00:00:00+08:00,3.382539,3.382539,3.382539,3.382539,200,0.000000,0.000000,3.391501
2019-04-09 00:00:00+08:00,3.427639,3.427639,3.427639,3.427639,2000,0.000000,0.000000,3.436723
2019-04-10 00:00:00+08:00,3.427639,3.427639,3.405089,3.405089,1420,0.000000,0.000000,3.414294
2019-04-11 00:00:00+08:00,3.495290,3.495290,3.495290,3.495290,40,0.000000,0.000000,3.504616
2019-04-12 00:00:00+08:00,3.450190,3.450190,3.450190,3.450190,4000,0.000000,0.000000,3.459637
2019-04-15 00:00:00+08:00,3.450190,3.472740,3.450190,3.472740,11300,0.000000,0.000000,3.482308
2019-04-16 00:00:00+08:00,3.472740,3.472740,3.427639,3.427639,3200,0.000000,0.000000,3.437328
2019-04-17 00:00:00+08:00,3.517841,3.517841,3.427639,3.427639,10180,0.000000,0.000000,3.437449
2019-04-18 00:00:00+08:00,3.427639,3.427639,3.427639,3.427639,1540,0.000000,0.000000,3.437570
2019-04-22 00:00:00+08:00,3.427639,3.427639,3.427639,3.427639,4200,0.000000,0.000000,3.437691
2019-04-26 00:00:00+08:00,3.382539,3.382539,3.359988,3.359988,5800,0.000000,0.000000,3.370162
2019-04-29 00:00:00+08:00,3.495290,3.495290,3.495290,3.495290,400,0.000000,0.000000,3.505585
2019-05-02 00:00:00+08:00,3.450190,3.450190,3.450190,3.450190,2000,0.000000,0.000000,3.460606
2019-05-07 00:00:00+08:00,3.427639,3.427639,3.427639,3.427639,20340,0.000000,0.000000,3.438176
2019-05-09 00:00:00+08:00,3.405089,3.405089,3.405089,3.405089,4500,0.000000,0.000000,3.415747
2019-05-14 00:00:00+08:00,3.405089,3.405089,3.405089,3.405089,15500,0.000000,0.000000,3.415868
2019-05-17 00:00:00+08:00,3.405089,3.405089,3.405089,3.405089,5000,0.000000,0.000000,3.415989
2019-05-27 00:00:00+08:00,3.495290,3.495290,3.495290,3.495290,1500,0.000000,0.000000,3.506311
2019-05-28 00:00:00+08:00,3.495290,3.495290,3.495290,3.495290,72600,0.000000,0.000000,3.506433
2019-06-03 00:00:00+08:00,3.495290,3.495290,3.495290,3.495290,3200,0.000000,0.000000,3.506554
2019-06-04 00:00:00+08:00,3.472740,3.472740,3.472740,3.472740,1300,0.000000,0.000000,3.484125
2019-06-10 00:00:00+08:00,3.495290,3.517840,3.495290,3.517840,4600,0.000000,0.000000,3.529346
2019-06-11 00:00:00+08:00,3.517840,3.517840,3.517840,3.517840,3280,0.000000,0.000000,3.529467
2019-06-14 00:00:00+08:00,3.608042,3.608042,3.540391,3.540391,4940,0.000000,0.000000,3.552139
2019-06-17 00:00:00+08:00,3.517840,3.517840,3.517840,3.517840,9280,0.000000,0.000000,3.529709
2019-06-18 00:00:00+08:00,3.517841,3.562941,3.517841,3.562941,42800,0.000000,0.000000,3.574931
2019-06-19 00:00:00+08:00,3.630592,6.088570,3.630592,3.923745,21380,0.000000,0.000000,3.935856
