Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RClose
2006-07-17 00:00:00+08:00,0.756067,0.828074,0.756067,0.784870,382000,0.000000,0.000000,2.022870
2006-07-18 00:00:00+08:00,0.792070,0.792070,0.770468,0.784870,186000,0.000000,0.000000,2.022870
2006-07-19 00:00:00+08:00,0.792070,0.792070,0.770468,0.792070,237,0.000000,0.000000,2.030070
2006-07-20 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-07-21 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-07-24 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-07-25 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-07-26 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-07-27 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-07-28 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-07-31 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-08-01 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-08-02 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-08-03 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-08-04 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-08-07 00:00:00+08:00,0.792070,0.792070,0.792070,0.792070,0,0.000000,0.000000,2.030070
2006-08-08 00:00:00+08:00,0.676860,0.705663,0.662459,0.673260,49995,0.000000,0.000000,1.911260
2006-08-09 00:00:00+08:00,0.673260,0.673260,0.673260,0.673260,0,0.000000,0.000000,1.911260
2006-08-10 00:00:00+08:00,0.673260,0.691261,0.669659,0.684061,15515,0.000000,0.000000,1.922061
2006-08-11 00:00:00+08:00,0.684061,0.763268,0.680460,0.748866,29812,0.000000,0.000000,1.986866
2006-08-14 00:00:00+08:00,0.770468,0.784869,0.748866,0.770468,25628,0.000000,0.000000,2.008468
2006-08-15 00:00:00+08:00,0.770468,0.835274,0.748866,0.820873,34542,0.000000,0.000000,2.058873
2006-08-16 00:00:00+08:00,0.835274,0.856876,0.799271,0.799271,35757,0.000000,0.000000,2.037271
2006-08-17 00:00:00+08:00,0.813672,0.828073,0.784870,0.813672,24064,0.000000,0.000000,2.051672
2006-08-18 00:00:00+08:00,0.820873,0.849675,0.806472,0.828073,20351,0.000000,0.000000,2.066073
2006-08-21 00:00:00+08:00,0.828073,0.842475,0.806471,0.806471,13,0.000000,0.000000,2.044471
2006-08-22 00:00:00+08:00,0.842475,0.892879,0.835274,0.885679,61,0.000000,0.000000,2.123679
2006-08-23 00:00:00+08:00,0.892879,0.907280,0.878478,0.885679,17548,0.000000,0.000000,2.123679
2006-08-24 00:00:00+08:00,0.885678,0.892879,0.871277,0.878478,10096,0.000000,0.000000,2.116478
2006-08-25 00:00:00+08:00,0.885678,0.928882,0.885678,0.900080,27499,0.000000,0.000000,2.138080
2006-08-28 00:00:00+08:00,0.900080,0.914481,0.885679,0.892879,10564,0.000000,0.000000,2.130879
2006-08-29 00:00:00+08:00,0.907280,0.936083,0.892879,0.928882,27095,0.000000,0.000000,2.166882
2006-08-30 00:00:00+08:00,0.936083,0.936083,0.892879,0.907281,21361,0.000000,0.000000,2.145281
2006-08-31 00:00:00+08:00,0.907281,0.914481,0.907281,0.907281,9578,0.000000,0.000000,2.145281
2006-09-01 00:00:00+08:00,0.907280,0.907280,0.878478,0.878478,11115,0.000000,0.000000,2.116478
2006-09-04 00:00:00+08:00,0.885679,0.892879,0.842475,0.842475,22633,0.000000,0.000000,2.080475
2006-09-05 00:00:00+08:00,0.849675,0.864077,0.842475,0.856876,10805,0.000000,0.000000,2.094876
2006-09-06 00:00:00+08:00,0.856876,0.878478,0.856876,0.864077,12465,0.000000,0.000000,2.102077
2006-09-07 00:00:00+08:00,0.864077,0.878478,0.842475,0.849675,11066,0.000000,0.000000,2.087675
2006-09-08 00:00:00+08:00,0.849675,0.864077,0.835274,0.842475,10665,0.000000,0.000000,2.080475
2006-09-11 00:00:00+08:00,0.849675,0.849675,0.806471,0.806471,14360,0.000000,0.000000,2.044471
