Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RClose
2011-11-28 00:00:00+08:00,0.920000,0.920000,0.920000,0.920000,10,0.000000,0.000000,0.000000,0.920000
2012-01-09 00:00:00+08:00,0.980000,0.980000,0.980000,0.980000,10,0.000000,0.000000,0.000000,0.980000
2012-01-27 00:00:00+08:00,1.092000,1.092000,1.092000,1.092000,2000,0.000000,0.000000,0.000000,1.092000
2012-01-30 00:00:00+08:00,1.110000,1.110000,1.110000,1.110000,140,0.000000,0.000000,0.000000,1.110000
2012-02-10 00:00:00+08:00,1.130000,1.130000,1.130000,1.130000,3000,0.000000,0.000000,0.000000,1.130000
2012-02-17 00:00:00+08:00,1.147000,1.147000,1.147000,1.147000,10,0.000000,0.000000,0.000000,1.147000
2012-02-24 00:00:00+08:00,1.148000,1.148000,1.148000,1.148000,3240,0.000000,0.000000,0.000000,1.148000
2012-02-29 00:00:00+08:00,1.165000,1.165000,1.165000,1.165000,40,0.000000,0.000000,0.000000,1.165000
2012-03-08 00:00:00+08:00,1.150000,1.150000,1.124000,1.140000,25100,0.000000,0.000000,0.000000,1.140000
2012-03-09 00:00:00+08:00,1.144000,1.144000,1.144000,1.144000,25000,0.000000,0.000000,0.000000,1.144000
2012-03-12 00:00:00+08:00,1.130000,1.130000,1.130000,1.130000,1000,0.000000,0.000000,0.000000,1.130000
2012-03-20 00:00:00+08:00,1.149000,1.149000,1.149000,1.149000,190,0.000000,0.000000,0.000000,1.149000
2012-04-13 00:00:00+08:00,1.166000,1.166000,1.161000,1.161000,98000,0.000000,0.000000,0.000000,1.161000
2012-04-16 00:00:00+08:00,1.155000,1.155000,1.142000,1.142000,20,0.000000,0.000000,0.000000,1.142000
2012-04-25 00:00:00+08:00,1.155000,1.155000,1.155000,1.155000,25000,0.000000,0.000000,0.000000,1.155000
2012-05-07 00:00:00+08:00,1.150000,1.150000,1.143000,1.143000,25000,0.000000,0.000000,0.000000,1.143000
2012-05-09 00:00:00+08:00,1.135000,1.135000,1.135000,1.135000,3370,0.000000,0.000000,0.000000,1.135000
2012-05-24 00:00:00+08:00,1.061000,1.061000,1.061000,1.061000,550,0.000000,0.000000,0.000000,1.061000
2012-06-14 00:00:00+08:00,1.059000,1.062000,1.058000,1.062000,360000,0.000000,0.000000,0.000000,1.062000
2012-06-25 00:00:00+08:00,1.077000,1.077000,1.076000,1.076000,79000,0.000000,0.000000,0.000000,1.076000
2012-06-26 00:00:00+08:00,1.076000,1.088000,1.076000,1.084000,586420,0.000000,0.000000,0.000000,1.084000
2012-07-11 00:00:00+08:00,1.142000,1.142000,1.139000,1.139000,98000,0.000000,0.000000,0.000000,1.139000
2012-07-17 00:00:00+08:00,1.296000,1.296000,1.167000,1.174000,18000,0.000000,0.000000,0.000000,1.174000
2012-07-19 00:00:00+08:00,1.185000,1.185000,1.185000,1.185000,49000,0.000000,0.000000,0.000000,1.185000
2012-07-20 00:00:00+08:00,1.181000,1.182000,1.181000,1.182000,50000,0.000000,0.000000,0.000000,1.182000
2012-07-23 00:00:00+08:00,1.166000,1.166000,1.166000,1.166000,99000,0.000000,0.000000,0.000000,1.166000
2012-07-30 00:00:00+08:00,1.192000,1.192000,1.192000,1.192000,3000,0.000000,0.000000,0.000000,1.192000
2012-08-03 00:00:00+08:00,1.190000,1.195000,1.190000,1.195000,150000,0.000000,0.000000,0.000000,1.195000
2012-08-15 00:00:00+08:00,1.205000,1.205000,1.203000,1.203000,75000,0.000000,0.000000,0.000000,1.203000
2012-08-22 00:00:00+08:00,1.197000,1.197000,1.197000,1.197000,50000,0.000000,0.000000,0.000000,1.197000
2012-08-24 00:00:00+08:00,1.198000,1.198000,1.198000,1.198000,25000,0.000000,0.000000,0.000000,1.198000
