Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RClose
2000-01-03 00:00:00+08:00,0.116884,0.123525,0.116884,0.116884,0,0.000000,0.000000,0.116884
2000-01-04 00:00:00+08:00,0.102061,0.122004,0.102061,0.122004,617590,0.000000,0.000000,0.122262
2000-01-05 00:00:00+08:00,0.116139,0.117312,0.112619,0.117312,161310,0.000000,0.000000,0.117829
2000-01-06 00:00:00+08:00,0.112619,0.117312,0.111446,0.117312,43784,0.000000,0.000000,0.118087
2000-01-07 00:00:00+08:00,0.117312,0.117312,0.117312,0.117312,0,0.000000,0.000000,0.118345
2000-01-10 00:00:00+08:00,0.111446,0.117312,0.110273,0.117312,14978,0.000000,0.000000,0.118604
2000-01-11 00:00:00+08:00,0.117312,0.117312,0.117312,0.117312,0,0.000000,0.000000,0.118862
2000-01-12 00:00:00+08:00,0.118485,0.119658,0.118485,0.119658,11522,0.000000,0.000000,0.121466
2000-01-13 00:00:00+08:00,0.113792,0.119658,0.113792,0.119658,8065,0.000000,0.000000,0.121724
2000-01-14 00:00:00+08:00,0.112619,0.122004,0.112619,0.122004,127896,0.000000,0.000000,0.124329
2000-01-17 00:00:00+08:00,0.117312,0.117312,0.114965,0.114965,63372,0.000000,0.000000,0.117548
2000-01-18 00:00:00+08:00,0.114965,0.114965,0.114965,0.114965,0,0.000000,0.000000,0.117806
2000-01-19 00:00:00+08:00,0.114965,0.114965,0.114965,0.114965,11522,0.000000,0.000000,0.118065
2000-01-20 00:00:00+08:00,0.114965,0.114965,0.114965,0.114965,0,0.000000,0.000000,0.118323
2000-01-21 00:00:00+08:00,0.117312,0.118485,0.117312,0.118485,8065,0.000000,0.000000,0.122101
2000-01-24 00:00:00+08:00,0.113792,0.117312,0.113792,0.117312,123287,0.000000,0.000000,0.121187
2000-01-25 00:00:00+08:00,0.116139,0.116139,0.116139,0.116139,2304,0.000000,0.000000,0.120272
2000-01-26 00:00:00+08:00,0.116139,0.116139,0.116139,0.116139,0,0.000000,0.000000,0.120530
2000-01-27 00:00:00+08:00,0.116139,0.116139,0.116139,0.116139,0,0.000000,0.000000,0.120788
2000-01-28 00:00:00+08:00,0.116139,0.116139,0.116139,0.116139,0,0.000000,0.000000,0.121047
2000-01-31 00:00:00+08:00,0.116139,0.116139,0.116139,0.116139,0,0.000000,0.000000,0.121305
2000-02-01 00:00:00+08:00,0.111446,0.119658,0.111446,0.111446,586480,0.000000,0.000000,0.116870
2000-02-02 00:00:00+08:00,0.111446,0.111446,0.111446,0.111446,0,0.000000,0.000000,0.117129
2000-02-03 00:00:00+08:00,0.111446,0.111446,0.111446,0.111446,0,0.000000,0.000000,0.117387
