Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RClose
2007-02-28 00:00:00-05:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172928.000000
2007-03-01 00:00:00-05:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172929.062500
2007-03-02 00:00:00-05:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172930.093750
2007-03-05 00:00:00-05:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172931.156250
2007-03-06 00:00:00-05:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172932.218750
2007-03-07 00:00:00-05:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172933.250000
2007-03-08 00:00:00-05:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172934.312500
2007-03-09 00:00:00-05:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172935.375000
2007-03-12 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172936.406250
2007-03-13 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172937.468750
2007-03-14 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172938.531250
2007-03-15 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172939.593750
2007-03-16 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172940.625000
2007-03-19 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172941.687500
2007-03-20 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172942.750000
2007-03-21 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172943.781250
2007-03-22 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172944.843750
2007-03-23 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172945.906250
2007-03-26 00:00:00-04:00,146921570172928.000000,146921570172928.000000,146921570172928.000000,146921570172928.000000,0,0.000000,0.000000,0.000000,146921570172946.937500
2007-03-27 00:00:00-04:00,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,0,20.000000,0.000000,0.000000,-16233974988780.000000
2007-03-28 00:00:00-04:00,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,0,0.000000,0.000000,0.000000,-16233974988779.865234
2007-03-29 00:00:00-04:00,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,0,0.000000,0.000000,0.000000,-16233974988779.730469
2007-03-30 00:00:00-04:00,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,0,0.000000,0.000000,0.000000,-16233974988779.595703
2007-04-02 00:00:00-04:00,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,0,0.000000,0.000000,0.000000,-16233974988779.460938
2007-04-03 00:00:00-04:00,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,0,0.000000,0.000000,0.000000,-16233974988779.326172
2007-04-04 00:00:00-04:00,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,0,0.000000,0.000000,0.000000,-16233974988779.191406
2007-04-05 00:00:00-04:00,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,0,0.000000,0.000000,0.000000,-16233974988779.054688
2007-04-09 00:00:00-04:00,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,0,0.000000,0.000000,0.000000,-16233974988778.919922
2007-04-10 00:00:00-04:00,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,-16233974988800.000000,0,0.000000,0.000000,0.000000,-16233974988778.785156
