Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-05-03 00:00:00+08:00,0.142702,0.146961,0.142702,0.144831,207000,0.000000,0.000000
2000-05-04 00:00:00+08:00,0.144831,0.146961,0.144831,0.146961,221000,0.000000,0.000000
2000-05-05 00:00:00+08:00,0.149091,0.151221,0.149091,0.151221,42000,0.000000,0.000000
2000-05-08 00:00:00+08:00,0.149091,0.149091,0.142702,0.144831,46000,0.000000,0.000000
2000-05-09 00:00:00+08:00,0.144831,0.144831,0.144831,0.144831,0,0.000000,0.000000
2000-05-10 00:00:00+08:00,0.149091,0.153351,0.149091,0.149091,156000,0.000000,0.000000
2000-05-11 00:00:00+08:00,0.144831,0.146961,0.144831,0.144831,53000,0.000000,0.000000
2000-05-12 00:00:00+08:00,0.146961,0.149091,0.144831,0.144831,117000,0.000000,0.000000
2000-05-15 00:00:00+08:00,0.144831,0.146961,0.144831,0.144831,36000,0.000000,0.000000
2000-05-16 00:00:00+08:00,0.142702,0.144831,0.142702,0.144831,73000,0.000000,0.000000
2000-05-17 00:00:00+08:00,0.144831,0.144831,0.142702,0.142702,77000,0.000000,0.000000
2000-05-18 00:00:00+08:00,0.142702,0.142702,0.142702,0.142702,0,0.000000,0.000000
2000-05-19 00:00:00+08:00,0.144831,0.144831,0.140572,0.140572,237000,0.000000,0.000000
2000-05-22 00:00:00+08:00,0.138442,0.144831,0.136312,0.144831,18000,0.000000,0.000000
2000-05-23 00:00:00+08:00,0.138442,0.140572,0.136312,0.140572,37000,0.000000,0.000000
2000-05-24 00:00:00+08:00,0.136312,0.136312,0.132052,0.134182,140000,0.000000,0.000000
2000-05-25 00:00:00+08:00,0.134182,0.136312,0.134182,0.134182,54000,0.000000,0.000000
2000-05-26 00:00:00+08:00,0.134182,0.134182,0.129922,0.129922,323000,0.000000,0.000000
2000-05-29 00:00:00+08:00,0.132052,0.134182,0.132052,0.132052,59000,0.000000,0.000000
2000-05-30 00:00:00+08:00,0.132052,0.132052,0.132052,0.132052,0,0.000000,0.000000
2000-05-31 00:00:00+08:00,0.132052,0.136312,0.127792,0.127792,143000,0.000000,0.000000
2000-06-01 00:00:00+08:00,0.138442,0.140572,0.132052,0.132052,122000,0.000000,0.000000
2000-06-02 00:00:00+08:00,0.134182,0.136312,0.134182,0.134182,170000,0.000000,0.000000
2000-06-05 00:00:00+08:00,0.140572,0.140572,0.136312,0.136312,164000,0.000000,0.000000
2000-06-06 00:00:00+08:00,0.136312,0.136312,0.136312,0.136312,63000,0.000000,0.000000
2000-06-07 00:00:00+08:00,0.138442,0.138442,0.134182,0.136312,57000,0.000000,0.000000
2000-06-08 00:00:00+08:00,0.136312,0.138442,0.136312,0.136312,139000,0.000000,0.000000
2000-06-09 00:00:00+08:00,0.138442,0.140572,0.138442,0.140572,222000,0.000000,0.000000
2000-06-12 00:00:00+08:00,0.140572,0.144831,0.140572,0.144831,71000,0.000000,0.000000
2000-06-13 00:00:00+08:00,0.140572,0.144831,0.138442,0.138442,61000,0.000000,0.000000
2000-06-14 00:00:00+08:00,0.140572,0.142702,0.140572,0.142702,89000,0.000000,0.000000
2000-06-15 00:00:00+08:00,0.144831,0.144831,0.142702,0.142702,146000,0.000000,0.000000
2000-06-16 00:00:00+08:00,0.144831,0.144831,0.140572,0.144831,69000,0.000000,0.000000
2000-06-19 00:00:00+08:00,0.140572,0.142702,0.140572,0.142702,47000,0.000000,0.000000
2000-06-20 00:00:00+08:00,0.153351,0.153351,0.140572,0.140572,337000,0.000000,0.000000
2000-06-21 00:00:00+08:00,0.144831,0.151221,0.144831,0.151221,320000,0.000000,0.000000
2000-06-22 00:00:00+08:00,0.149091,0.151221,0.149091,0.149091,225000,0.000000,0.000000
2000-06-23 00:00:00+08:00,0.146961,0.149091,0.146961,0.146961,169000,0.000000,0.000000
2000-06-26 00:00:00+08:00,0.149091,0.149091,0.144831,0.146961,223000,0.000000,0.000000
