Date,Open,High,Low,Close,Adj Close,Volume
2024-01-26,0.200000,0.225000,0.200000,0.220000,0.220000,151300
2024-01-29,0.220000,0.225000,0.215000,0.220000,0.220000,36400
2024-01-30,0.225000,0.225000,0.193000,0.193000,0.193000,120700
2024-01-31,0.193000,0.193000,0.168000,0.169000,0.169000,245600
2024-02-01,0.197000,0.197000,0.170000,0.182000,0.182000,13500
2024-02-02,0.178000,0.178000,0.170000,0.170000,0.170000,67900
2024-02-05,0.169000,0.173000,0.169000,0.170000,0.170000,151700
2024-02-06,0.173000,0.173000,0.168000,0.168000,0.168000,18000
2024-02-07,0.175000,0.175000,0.170000,0.170000,0.170000,36300
2024-02-09,0.170000,0.170000,0.170000,0.170000,0.170000,800
2024-02-13,0.170000,0.170000,0.170000,0.170000,0.170000,1000
2024-02-14,0.173000,0.180000,0.172000,0.180000,0.180000,5000
2024-02-15,0.180000,0.180000,0.176000,0.180000,0.180000,41000
2024-02-16,0.184000,0.184000,0.182000,0.182000,0.182000,5100
2024-02-20,0.179000,0.180000,0.173000,0.173000,0.173000,15600
2024-02-21,0.177000,0.177000,0.170000,0.171000,0.171000,18500
2024-02-23,0.182000,0.182000,0.175000,0.175000,0.175000,5000
2024-02-26,0.182000,0.182000,0.178000,0.178000,0.178000,3000
2024-02-27,0.180000,0.180000,0.175000,0.175000,0.175000,3000
2024-02-29,0.182000,0.182000,0.178000,0.178000,0.178000,3500
2024-03-01,0.176000,0.185000,0.176000,0.185000,0.185000,6800
2024-03-04,0.186000,0.186000,0.176000,0.180000,0.180000,9700
2024-03-06,0.184000,0.184000,0.179000,0.179000,0.179000,3000
2024-03-08,0.184000,0.184000,0.184000,0.184000,0.184000,1000
2024-03-11,0.175000,0.175000,0.172000,0.172000,0.172000,8000
2024-03-12,0.174000,0.174000,0.173000,0.173000,0.173000,13000
2024-03-13,0.173000,0.173000,0.170000,0.170000,0.170000,21000
2024-03-14,0.171000,0.171000,0.171000,0.171000,0.171000,2200
2024-03-15,0.171000,0.171000,0.171000,0.171000,0.171000,13100
