Date,Open,High,Low,Close,Adj Close,Volume
2021-05-17,2.050000,2.050000,2.050000,2.050000,0.001694,19300
2021-05-18,2.050000,2.050000,2.040000,2.050000,0.001694,22600
2021-05-19,2.040000,2.040000,2.040000,2.040000,0.001686,400
2021-05-20,2.040000,2.040000,1.980000,1.980000,0.001636,12600
2021-05-21,1.990000,1.990000,1.970000,1.970000,0.001628,1600
2021-05-24,2.020000,2.020000,2.020000,2.020000,0.001669,300
2021-05-25,2.000000,2.000000,1.980000,1.980000,0.006355,5900
2021-05-27,1.950000,1.950000,1.950000,1.950000,0.006259,20000
2021-05-28,1.950000,1.950000,1.950000,1.950000,0.006259,0
2021-05-31,1.950000,1.950000,1.950000,1.950000,0.006259,0
2021-06-01,1.950000,1.950000,1.950000,1.950000,0.006259,0
2021-06-02,1.950000,1.950000,1.950000,1.950000,0.006259,0
2021-06-03,1.950000,1.950000,1.950000,1.950000,0.006259,0
2021-06-04,1.900000,1.900000,1.900000,1.900000,0.006099,500
2021-06-07,1.850000,1.990000,1.850000,1.990000,0.006387,5100
2021-06-08,2.040000,2.040000,1.870000,1.880000,0.006034,4800
2021-06-09,1.880000,1.880000,1.880000,1.880000,0.006034,0
2021-06-10,1.880000,1.880000,1.880000,1.880000,0.006034,0
2021-06-11,1.870000,1.950000,1.800000,1.950000,0.006259,1200
2021-06-14,1.850000,1.850000,1.850000,1.850000,0.005938,51100
2021-06-15,1.850000,1.850000,1.850000,1.850000,0.005938,0
2021-06-16,1.850000,1.850000,1.850000,1.850000,0.005938,0
2021-06-17,1.850000,1.850000,1.850000,1.850000,0.005938,0
2021-06-18,1.850000,1.850000,1.850000,1.850000,0.005938,0
2021-06-21,1.700000,1.700000,1.630000,1.700000,0.005457,26900
2021-06-22,1.760000,1.760000,1.760000,1.760000,0.005649,180000
2021-06-23,1.880000,1.880000,1.880000,1.880000,0.006034,100
2021-06-24,1.880000,1.880000,1.880000,1.880000,0.006034,0
2021-06-25,1.750000,1.750000,1.700000,1.750000,0.005617,8100
2021-06-28,1.750000,1.750000,1.750000,1.750000,0.005617,0
2021-06-29,1.730000,1.760000,1.730000,1.760000,0.005649,500000
2021-06-30,1.760000,1.760000,1.750000,1.750000,0.005617,430000
2021-07-01,1.750000,1.750000,1.750000,1.750000,0.005617,0
2021-07-02,1.750000,1.750000,1.750000,1.750000,0.005617,0
2021-07-05,1.750000,1.750000,1.750000,1.750000,0.005617,0
2021-07-06,1.750000,1.750000,1.750000,1.750000,0.005617,0
2021-07-07,1.950000,1.950000,1.650000,1.650000,0.005296,12200
2021-07-08,1.650000,1.650000,1.650000,1.650000,0.005296,0
2021-07-09,1.650000,1.650000,1.650000,1.650000,0.005296,0
2021-07-12,1.610000,1.610000,1.610000,1.610000,0.005168,10200
2021-07-13,1.580000,1.580000,1.580000,1.580000,0.005071,1000
2021-07-14,1.580000,1.580000,1.580000,1.580000,0.005071,7200
2021-07-15,1.580000,1.580000,1.580000,1.580000,0.005071,0
2021-07-16,1.580000,1.580000,1.580000,1.580000,0.005071,0
2021-07-19,1.580000,1.580000,1.580000,1.580000,0.005071,0
2021-07-21,1.580000,1.580000,1.580000,1.580000,0.005071,0
2021-07-22,1.580000,1.580000,1.580000,1.580000,0.005071,0
2021-07-23,1.580000,1.580000,1.580000,1.580000,0.005071,0
2021-07-26,1.580000,1.580000,1.580000,1.580000,0.005071,0
2021-07-27,1.580000,1.580000,1.580000,1.580000,0.005071,0
2021-07-28,1.580000,1.580000,1.580000,1.580000,0.005071,0
2021-07-29,1.580000,1.580000,1.580000,1.580000,0.005071,100
2021-07-30,1.510000,1.510000,1.510000,1.510000,0.004847,2200
2021-08-02,1.510000,1.510000,1.510000,1.510000,0.004847,0
2021-08-03,1.510000,1.510000,1.510000,1.510000,0.004847,0
2021-08-04,1.510000,1.510000,1.510000,1.510000,0.004847,0
2021-08-05,1.510000,1.510000,1.510000,1.510000,0.004847,0
2021-08-06,1.510000,1.510000,1.510000,1.510000,0.004847,0
2021-08-10,1.510000,1.510000,1.510000,1.510000,0.004847,0
2021-08-11,1.510000,1.510000,1.510000,1.510000,0.004847,0
2021-08-12,1.510000,1.510000,1.510000,1.510000,0.004847,0
2021-08-13,1.590000,1.590000,1.590000,1.590000,0.005104,100
2021-08-16,1.590000,1.590000,1.590000,1.590000,0.005104,0
2021-08-17,1.590000,1.590000,1.590000,1.590000,0.005104,100
2021-08-18,1.610000,1.620000,1.600000,1.600000,0.005136,7300
2021-08-19,1.590000,1.590000,1.570000,1.570000,0.005039,60000
2021-08-20,1.570000,1.570000,1.570000,1.570000,0.005039,8200
2021-08-23,1.570000,1.570000,1.570000,1.570000,0.024724,0
2021-08-24,1.490000,1.500000,1.490000,1.500000,0.023622,120000
2021-08-25,1.500000,1.500000,1.500000,1.500000,0.023622,0
2021-08-26,1.510000,1.510000,1.510000,1.510000,0.023780,2100
2021-08-27,1.560000,1.560000,1.560000,1.560000,0.024567,300
2021-08-30,1.500000,1.500000,1.500000,1.500000,0.023622,2000
2021-08-31,1.490000,1.500000,1.490000,1.500000,0.023622,3200
2021-09-01,1.560000,1.560000,1.500000,1.500000,0.023622,126900
2021-09-02,1.500000,1.500000,1.500000,1.500000,0.023622,0
2021-09-03,1.500000,1.500000,1.500000,1.500000,0.023622,0
2021-09-06,1.500000,1.500000,1.500000,1.500000,0.023622,0
2021-09-07,1.500000,1.500000,1.500000,1.500000,0.023622,0
2021-09-08,1.500000,1.500000,1.500000,1.500000,0.023622,7000
2021-09-09,1.500000,1.500000,1.500000,1.500000,0.023622,0
2021-09-10,1.500000,1.500000,1.500000,1.500000,0.023622,0
2021-09-13,1.500000,1.500000,1.500000,1.500000,0.023622,1000
2021-09-14,1.450000,1.450000,1.440000,1.440000,0.022677,14800
2021-09-15,1.440000,1.440000,1.440000,1.440000,0.022677,0
2021-09-16,1.440000,1.440000,1.440000,1.440000,0.022677,0
2021-09-17,1.440000,1.440000,1.440000,1.440000,0.022677,0
2021-09-20,1.440000,1.440000,1.440000,1.440000,0.022677,0
2021-09-21,1.390000,1.390000,1.380000,1.380000,0.021732,15800
2021-09-22,1.380000,1.380000,1.380000,1.380000,0.021732,0
2021-09-23,1.380000,1.380000,1.380000,1.380000,0.021732,0
2021-09-24,1.340000,1.340000,1.330000,1.330000,0.020945,1100
2021-09-27,1.330000,1.330000,1.270000,1.270000,0.020000,1300
2021-09-28,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-09-29,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-09-30,1.270000,1.270000,1.270000,1.270000,0.020000,200
2021-10-01,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-10-04,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-10-05,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-10-06,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-10-07,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-10-08,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-10-11,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-10-12,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-10-13,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-10-14,1.270000,1.270000,1.270000,1.270000,0.020000,200
2021-10-15,1.220000,1.260000,1.220000,1.260000,0.019843,1600
2021-10-18,1.260000,1.260000,1.260000,1.260000,0.019843,300
2021-10-19,1.260000,1.260000,1.260000,1.260000,0.019843,0
2021-10-20,1.260000,1.260000,1.260000,1.260000,0.019843,4800
2021-10-21,1.270000,1.270000,1.270000,1.270000,0.020000,9500
2021-10-22,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-10-25,1.300000,1.300000,1.300000,1.300000,0.020472,4800
2021-10-26,1.300000,1.300000,1.300000,1.300000,0.020472,0
2021-10-27,1.300000,1.300000,1.300000,1.300000,0.020472,0
2021-10-28,1.300000,1.300000,1.300000,1.300000,0.020472,0
2021-10-29,1.300000,1.300000,1.300000,1.300000,0.020472,0
2021-11-01,1.300000,1.300000,1.300000,1.300000,0.020472,100
2021-11-02,1.240000,1.240000,1.240000,1.240000,0.019528,8100
2021-11-03,1.240000,1.240000,1.240000,1.240000,0.019528,0
2021-11-05,1.200000,1.200000,1.200000,1.200000,0.018898,2000
2021-11-08,1.180000,1.180000,1.180000,1.180000,0.018583,1000
2021-11-09,1.200000,1.200000,1.190000,1.200000,0.018898,24200
2021-11-10,1.200000,1.200000,1.200000,1.200000,0.018898,0
2021-11-11,1.200000,1.200000,1.200000,1.200000,0.018898,0
2021-11-12,1.200000,1.200000,1.200000,1.200000,0.018898,0
2021-11-15,1.270000,1.270000,1.270000,1.270000,0.020000,600
2021-11-16,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-11-17,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-11-18,1.270000,1.270000,1.270000,1.270000,0.020000,0
2021-11-19,1.270000,1.270000,1.270000,1.270000,1.270000,0
2021-11-22,1.270000,1.270000,1.270000,1.270000,1.270000,0
2021-11-23,1.270000,1.270000,1.270000,1.270000,1.270000,0
2021-11-24,1.270000,1.270000,1.270000,1.270000,1.270000,0
2021-11-25,1.270000,1.270000,1.270000,1.270000,1.270000,0
2021-11-26,1.270000,1.270000,1.270000,1.270000,1.270000,0
